"","month","gains_losses","value","case"
"228",2,"vn_window_gain",3911.37515447131,"U001_Caso01_1a7_ac_in1_1.csv"
"229",2,"vn_interzone_loss",-2709.80939232694,"U001_Caso01_1a7_ac_in1_1.csv"
"230",2,"vn_interzone_gain",28864.2601014826,"U001_Caso01_1a7_ac_in1_1.csv"
"231",3,"internal_gains",67254.8734255037,"U001_Caso01_1a7_ac_in1_1.csv"
"232",3,"cooling",-313357.961646641,"U001_Caso01_1a7_ac_in1_1.csv"
"233",3,"heating",0,"U001_Caso01_1a7_ac_in1_1.csv"
"234",3,"vn_window_loss",-12658.6446858797,"U001_Caso01_1a7_ac_in1_1.csv"
"235",3,"vn_window_gain",2665.44161449439,"U001_Caso01_1a7_ac_in1_1.csv"
"236",3,"vn_interzone_loss",-3531.02034275918,"U001_Caso01_1a7_ac_in1_1.csv"
"237",3,"vn_interzone_gain",32613.7013248993,"U001_Caso01_1a7_ac_in1_1.csv"
"238",4,"internal_gains",64767.9426654853,"U001_Caso01_1a7_ac_in1_1.csv"
"239",4,"cooling",-222740.477807441,"U001_Caso01_1a7_ac_in1_1.csv"
"240",4,"heating",0,"U001_Caso01_1a7_ac_in1_1.csv"
"241",4,"vn_window_loss",-12716.886394698,"U001_Caso01_1a7_ac_in1_1.csv"
"242",4,"vn_window_gain",1852.55524193834,"U001_Caso01_1a7_ac_in1_1.csv"
"243",4,"vn_interzone_loss",-3566.5681655547,"U001_Caso01_1a7_ac_in1_1.csv"
"244",4,"vn_interzone_gain",36995.2688989014,"U001_Caso01_1a7_ac_in1_1.csv"
"245",5,"internal_gains",67308.3322851403,"U001_Caso01_1a7_ac_in1_1.csv"
"246",5,"cooling",-93828.8932801525,"U001_Caso01_1a7_ac_in1_1.csv"
"247",5,"heating",0,"U001_Caso01_1a7_ac_in1_1.csv"
"248",5,"vn_window_loss",-18810.3796031436,"U001_Caso01_1a7_ac_in1_1.csv"
"249",5,"vn_window_gain",740.635754271973,"U001_Caso01_1a7_ac_in1_1.csv"
"250",5,"vn_interzone_loss",-10580.1732440485,"U001_Caso01_1a7_ac_in1_1.csv"
"251",5,"vn_interzone_gain",46738.4329516405,"U001_Caso01_1a7_ac_in1_1.csv"
"252",6,"internal_gains",65613.1934384396,"U001_Caso01_1a7_ac_in1_1.csv"
"253",6,"cooling",-39900.2056512268,"U001_Caso01_1a7_ac_in1_1.csv"
"254",6,"heating",0,"U001_Caso01_1a7_ac_in1_1.csv"
"255",6,"vn_window_loss",-17257.8902568973,"U001_Caso01_1a7_ac_in1_1.csv"
"256",6,"vn_window_gain",837.80884213459,"U001_Caso01_1a7_ac_in1_1.csv"
"257",6,"vn_interzone_loss",-15395.4362611713,"U001_Caso01_1a7_ac_in1_1.csv"
"258",6,"vn_interzone_gain",48323.1026993336,"U001_Caso01_1a7_ac_in1_1.csv"
"259",7,"internal_gains",67002.6633714177,"U001_Caso01_1a7_ac_in1_1.csv"
"260",7,"cooling",-32460.9827750288,"U001_Caso01_1a7_ac_in1_1.csv"
"261",7,"heating",3880.29421467768,"U001_Caso01_1a7_ac_in1_1.csv"
"262",7,"vn_window_loss",-18315.5742988739,"U001_Caso01_1a7_ac_in1_1.csv"
"263",7,"vn_window_gain",895.681304680609,"U001_Caso01_1a7_ac_in1_1.csv"
"264",7,"vn_interzone_loss",-16046.8560454075,"U001_Caso01_1a7_ac_in1_1.csv"
"265",7,"vn_interzone_gain",52357.7132843297,"U001_Caso01_1a7_ac_in1_1.csv"
"266",8,"internal_gains",66968.0676352748,"U001_Caso01_1a7_ac_in1_1.csv"
"267",8,"cooling",-80614.2466582169,"U001_Caso01_1a7_ac_in1_1.csv"
"268",8,"heating",3103.84464010406,"U001_Caso01_1a7_ac_in1_1.csv"
"269",8,"vn_window_loss",-22809.3259015481,"U001_Caso01_1a7_ac_in1_1.csv"
"270",8,"vn_window_gain",1687.01730145403,"U001_Caso01_1a7_ac_in1_1.csv"
"271",8,"vn_interzone_loss",-12098.6130218225,"U001_Caso01_1a7_ac_in1_1.csv"
"272",8,"vn_interzone_gain",50404.2724821648,"U001_Caso01_1a7_ac_in1_1.csv"
"273",9,"internal_gains",64355.2407664339,"U001_Caso01_1a7_ac_in1_1.csv"
"274",9,"cooling",-154345.007397771,"U001_Caso01_1a7_ac_in1_1.csv"
"275",9,"heating",0,"U001_Caso01_1a7_ac_in1_1.csv"
"276",9,"vn_window_loss",-20810.887300384,"U001_Caso01_1a7_ac_in1_1.csv"
"277",9,"vn_window_gain",2154.20003231478,"U001_Caso01_1a7_ac_in1_1.csv"
"278",9,"vn_interzone_loss",-5665.02300162141,"U001_Caso01_1a7_ac_in1_1.csv"
"279",9,"vn_interzone_gain",46951.4655403335,"U001_Caso01_1a7_ac_in1_1.csv"
"280",10,"internal_gains",66693.0829465251,"U001_Caso01_1a7_ac_in1_1.csv"
"281",10,"cooling",-172287.010456009,"U001_Caso01_1a7_ac_in1_1.csv"
"282",10,"heating",0,"U001_Caso01_1a7_ac_in1_1.csv"
"283",10,"vn_window_loss",-22341.8777930865,"U001_Caso01_1a7_ac_in1_1.csv"
"284",10,"vn_window_gain",2225.91742145705,"U001_Caso01_1a7_ac_in1_1.csv"
"285",10,"vn_interzone_loss",-8228.74712884739,"U001_Caso01_1a7_ac_in1_1.csv"
"286",10,"vn_interzone_gain",39607.6658731531,"U001_Caso01_1a7_ac_in1_1.csv"
"287",11,"internal_gains",64764.1413231835,"U001_Caso01_1a7_ac_in1_1.csv"
"288",11,"cooling",-225767.220828318,"U001_Caso01_1a7_ac_in1_1.csv"
"289",11,"heating",0,"U001_Caso01_1a7_ac_in1_1.csv"
"290",11,"vn_window_loss",-16856.3248326394,"U001_Caso01_1a7_ac_in1_1.csv"
"291",11,"vn_window_gain",2458.26986408548,"U001_Caso01_1a7_ac_in1_1.csv"
"292",11,"vn_interzone_loss",-6724.8262550788,"U001_Caso01_1a7_ac_in1_1.csv"
"293",11,"vn_interzone_gain",33901.3103237331,"U001_Caso01_1a7_ac_in1_1.csv"
"294",12,"internal_gains",67246.7104391413,"U001_Caso01_1a7_ac_in1_1.csv"
"295",12,"cooling",-311579.871763929,"U001_Caso01_1a7_ac_in1_1.csv"
"296",12,"heating",0,"U001_Caso01_1a7_ac_in1_1.csv"
"297",12,"vn_window_loss",-14023.3420740236,"U001_Caso01_1a7_ac_in1_1.csv"
"298",12,"vn_window_gain",2753.51318876415,"U001_Caso01_1a7_ac_in1_1.csv"
"299",12,"vn_interzone_loss",-3082.02575843703,"U001_Caso01_1a7_ac_in1_1.csv"
"300",12,"vn_interzone_gain",28324.5340551429,"U001_Caso01_1a7_ac_in1_1.csv"
"301",1,"none_roof_convection_gain",65618.0032339784,"U001_Caso01_1a7_ac_nbr_1.csv"
"302",1,"none_floor_convection_gain",49222.5458894741,"U001_Caso01_1a7_ac_nbr_1.csv"
"303",1,"none_intwalls_convection_gain",71894.4230677171,"U001_Caso01_1a7_ac_nbr_1.csv"
"304",1,"south_extwalls_convection_gain",20349.2922658862,"U001_Caso01_1a7_ac_nbr_1.csv"
"305",1,"north_extwalls_convection_gain",8131.60593517381,"U001_Caso01_1a7_ac_nbr_1.csv"
"306",1,"west_extwalls_convection_gain",45277.6840869702,"U001_Caso01_1a7_ac_nbr_1.csv"
"307",1,"east_extwalls_convection_gain",12500.8717974673,"U001_Caso01_1a7_ac_nbr_1.csv"
"308",1,"south_windows_convection_gain",2303.51912348595,"U001_Caso01_1a7_ac_nbr_1.csv"
"309",1,"west_windows_convection_gain",2395.01748853549,"U001_Caso01_1a7_ac_nbr_1.csv"
"310",2,"none_roof_convection_gain",65754.2197267286,"U001_Caso01_1a7_ac_nbr_1.csv"
"311",2,"none_floor_convection_gain",51347.6902263535,"U001_Caso01_1a7_ac_nbr_1.csv"
"312",2,"none_intwalls_convection_gain",75139.8261119331,"U001_Caso01_1a7_ac_nbr_1.csv"
"313",2,"south_extwalls_convection_gain",19111.3003734353,"U001_Caso01_1a7_ac_nbr_1.csv"
"314",2,"north_extwalls_convection_gain",10386.6880651559,"U001_Caso01_1a7_ac_nbr_1.csv"
"315",2,"west_extwalls_convection_gain",46677.9211703471,"U001_Caso01_1a7_ac_nbr_1.csv"
"316",2,"east_extwalls_convection_gain",12609.2871771577,"U001_Caso01_1a7_ac_nbr_1.csv"
"317",2,"south_windows_convection_gain",2493.35039543079,"U001_Caso01_1a7_ac_nbr_1.csv"
"318",2,"west_windows_convection_gain",2624.53987199291,"U001_Caso01_1a7_ac_nbr_1.csv"
"319",3,"none_roof_convection_gain",59963.039891263,"U001_Caso01_1a7_ac_nbr_1.csv"
"320",3,"none_floor_convection_gain",56283.2831499988,"U001_Caso01_1a7_ac_nbr_1.csv"
"321",3,"none_intwalls_convection_gain",74363.2310010465,"U001_Caso01_1a7_ac_nbr_1.csv"
"322",3,"south_extwalls_convection_gain",14942.7574580163,"U001_Caso01_1a7_ac_nbr_1.csv"
"323",3,"north_extwalls_convection_gain",12852.4563650523,"U001_Caso01_1a7_ac_nbr_1.csv"
"324",3,"west_extwalls_convection_gain",44092.0645919586,"U001_Caso01_1a7_ac_nbr_1.csv"
"325",3,"east_extwalls_convection_gain",9562.01657697307,"U001_Caso01_1a7_ac_nbr_1.csv"
"326",3,"south_windows_convection_gain",1870.80785303895,"U001_Caso01_1a7_ac_nbr_1.csv"
"327",3,"west_windows_convection_gain",2181.09701992369,"U001_Caso01_1a7_ac_nbr_1.csv"
"328",4,"none_roof_convection_gain",38597.5972076748,"U001_Caso01_1a7_ac_nbr_1.csv"
"329",4,"none_floor_convection_gain",42704.6652344439,"U001_Caso01_1a7_ac_nbr_1.csv"
"330",4,"none_intwalls_convection_gain",55537.011055273,"U001_Caso01_1a7_ac_nbr_1.csv"
"331",4,"south_extwalls_convection_gain",8385.84402211188,"U001_Caso01_1a7_ac_nbr_1.csv"
"332",4,"north_extwalls_convection_gain",13011.5597144677,"U001_Caso01_1a7_ac_nbr_1.csv"
"333",4,"west_extwalls_convection_gain",31546.938964583,"U001_Caso01_1a7_ac_nbr_1.csv"
"334",4,"east_extwalls_convection_gain",4830.43027718429,"U001_Caso01_1a7_ac_nbr_1.csv"
"335",4,"south_windows_convection_gain",1015.99847395807,"U001_Caso01_1a7_ac_nbr_1.csv"
"336",4,"west_windows_convection_gain",1353.11771263422,"U001_Caso01_1a7_ac_nbr_1.csv"
"337",5,"none_roof_convection_gain",15577.1896944755,"U001_Caso01_1a7_ac_nbr_1.csv"
"338",5,"none_floor_convection_gain",27971.7911797299,"U001_Caso01_1a7_ac_nbr_1.csv"
"339",5,"none_intwalls_convection_gain",32173.1611116326,"U001_Caso01_1a7_ac_nbr_1.csv"
"340",5,"south_extwalls_convection_gain",2033.18737181973,"U001_Caso01_1a7_ac_nbr_1.csv"
"341",5,"north_extwalls_convection_gain",11367.1129832514,"U001_Caso01_1a7_ac_nbr_1.csv"
"342",5,"west_extwalls_convection_gain",14644.7300395374,"U001_Caso01_1a7_ac_nbr_1.csv"
"343",5,"east_extwalls_convection_gain",1498.09833689351,"U001_Caso01_1a7_ac_nbr_1.csv"
"344",5,"south_windows_convection_gain",270.241810091675,"U001_Caso01_1a7_ac_nbr_1.csv"
"345",5,"west_windows_convection_gain",483.792195479197,"U001_Caso01_1a7_ac_nbr_1.csv"
"346",6,"none_roof_convection_gain",6105.03982819333,"U001_Caso01_1a7_ac_nbr_1.csv"
"347",6,"none_floor_convection_gain",18990.3798574287,"U001_Caso01_1a7_ac_nbr_1.csv"
"348",6,"none_intwalls_convection_gain",21463.9652125301,"U001_Caso01_1a7_ac_nbr_1.csv"
"349",6,"south_extwalls_convection_gain",533.414169490553,"U001_Caso01_1a7_ac_nbr_1.csv"
"350",6,"north_extwalls_convection_gain",10752.4367991591,"U001_Caso01_1a7_ac_nbr_1.csv"
"351",6,"west_extwalls_convection_gain",10147.7618896212,"U001_Caso01_1a7_ac_nbr_1.csv"
"352",6,"east_extwalls_convection_gain",776.601976629929,"U001_Caso01_1a7_ac_nbr_1.csv"
"353",6,"south_windows_convection_gain",80.9417001297172,"U001_Caso01_1a7_ac_nbr_1.csv"
"354",6,"west_windows_convection_gain",326.031483879877,"U001_Caso01_1a7_ac_nbr_1.csv"
"355",7,"none_roof_convection_gain",6357.88339914242,"U001_Caso01_1a7_ac_nbr_1.csv"
"356",7,"none_floor_convection_gain",19331.3106429231,"U001_Caso01_1a7_ac_nbr_1.csv"
"357",7,"none_intwalls_convection_gain",24449.3158968956,"U001_Caso01_1a7_ac_nbr_1.csv"
"358",7,"south_extwalls_convection_gain",463.993209693696,"U001_Caso01_1a7_ac_nbr_1.csv"
"359",7,"north_extwalls_convection_gain",11679.0095154621,"U001_Caso01_1a7_ac_nbr_1.csv"
"360",7,"west_extwalls_convection_gain",10798.6716523497,"U001_Caso01_1a7_ac_nbr_1.csv"
"361",7,"east_extwalls_convection_gain",787.36622032566,"U001_Caso01_1a7_ac_nbr_1.csv"
"362",7,"south_windows_convection_gain",90.9621175046222,"U001_Caso01_1a7_ac_nbr_1.csv"
"363",7,"west_windows_convection_gain",346.870720988105,"U001_Caso01_1a7_ac_nbr_1.csv"
"364",8,"none_roof_convection_gain",15728.8813227185,"U001_Caso01_1a7_ac_nbr_1.csv"
"365",8,"none_floor_convection_gain",23708.4816163197,"U001_Caso01_1a7_ac_nbr_1.csv"
"366",8,"none_intwalls_convection_gain",32143.9928957719,"U001_Caso01_1a7_ac_nbr_1.csv"
"367",8,"south_extwalls_convection_gain",1991.43317069095,"U001_Caso01_1a7_ac_nbr_1.csv"
"368",8,"north_extwalls_convection_gain",11934.584834496,"U001_Caso01_1a7_ac_nbr_1.csv"
"369",8,"west_extwalls_convection_gain",19333.1839282072,"U001_Caso01_1a7_ac_nbr_1.csv"
"370",8,"east_extwalls_convection_gain",1967.51025694306,"U001_Caso01_1a7_ac_nbr_1.csv"
"371",8,"south_windows_convection_gain",390.804310651015,"U001_Caso01_1a7_ac_nbr_1.csv"
"372",8,"west_windows_convection_gain",762.730547816216,"U001_Caso01_1a7_ac_nbr_1.csv"
"373",9,"none_roof_convection_gain",33494.9240268238,"U001_Caso01_1a7_ac_nbr_1.csv"
"374",9,"none_floor_convection_gain",23807.3471629577,"U001_Caso01_1a7_ac_nbr_1.csv"
"375",9,"none_intwalls_convection_gain",44058.5440648724,"U001_Caso01_1a7_ac_nbr_1.csv"
"376",9,"south_extwalls_convection_gain",5606.354616777,"U001_Caso01_1a7_ac_nbr_1.csv"
"377",9,"north_extwalls_convection_gain",10282.7509065229,"U001_Caso01_1a7_ac_nbr_1.csv"
"378",9,"west_extwalls_convection_gain",27835.1338651055,"U001_Caso01_1a7_ac_nbr_1.csv"
"379",9,"east_extwalls_convection_gain",4932.25207015,"U001_Caso01_1a7_ac_nbr_1.csv"
"380",9,"south_windows_convection_gain",764.118543487813,"U001_Caso01_1a7_ac_nbr_1.csv"
"381",9,"west_windows_convection_gain",1155.17615573104,"U001_Caso01_1a7_ac_nbr_1.csv"
"382",10,"none_roof_convection_gain",39914.4902526588,"U001_Caso01_1a7_ac_nbr_1.csv"
"383",10,"none_floor_convection_gain",30633.2255343535,"U001_Caso01_1a7_ac_nbr_1.csv"
"384",10,"none_intwalls_convection_gain",47700.4756070134,"U001_Caso01_1a7_ac_nbr_1.csv"
"385",10,"south_extwalls_convection_gain",8157.36082619303,"U001_Caso01_1a7_ac_nbr_1.csv"
"386",10,"north_extwalls_convection_gain",6756.92202770424,"U001_Caso01_1a7_ac_nbr_1.csv"
"387",10,"west_extwalls_convection_gain",30475.2771550517,"U001_Caso01_1a7_ac_nbr_1.csv"
"388",10,"east_extwalls_convection_gain",8142.59614147971,"U001_Caso01_1a7_ac_nbr_1.csv"
"389",10,"south_windows_convection_gain",896.662851653479,"U001_Caso01_1a7_ac_nbr_1.csv"
"390",10,"west_windows_convection_gain",1235.73786685342,"U001_Caso01_1a7_ac_nbr_1.csv"
"391",11,"none_roof_convection_gain",53166.6615734235,"U001_Caso01_1a7_ac_nbr_1.csv"
"392",11,"none_floor_convection_gain",33642.8009819642,"U001_Caso01_1a7_ac_nbr_1.csv"
"393",11,"none_intwalls_convection_gain",54967.9867067977,"U001_Caso01_1a7_ac_nbr_1.csv"
"394",11,"south_extwalls_convection_gain",13402.666725785,"U001_Caso01_1a7_ac_nbr_1.csv"
"395",11,"north_extwalls_convection_gain",5870.08728582469,"U001_Caso01_1a7_ac_nbr_1.csv"
"396",11,"west_extwalls_convection_gain",38720.1812010693,"U001_Caso01_1a7_ac_nbr_1.csv"
"397",11,"east_extwalls_convection_gain",11161.1708229984,"U001_Caso01_1a7_ac_nbr_1.csv"
"398",11,"south_windows_convection_gain",1267.96368086441,"U001_Caso01_1a7_ac_nbr_1.csv"
"399",11,"west_windows_convection_gain",1595.8515913923,"U001_Caso01_1a7_ac_nbr_1.csv"
"400",12,"none_roof_convection_gain",65329.6488693133,"U001_Caso01_1a7_ac_nbr_1.csv"
"401",12,"none_floor_convection_gain",49892.285104448,"U001_Caso01_1a7_ac_nbr_1.csv"
"402",12,"none_intwalls_convection_gain",70804.4080575709,"U001_Caso01_1a7_ac_nbr_1.csv"
"403",12,"south_extwalls_convection_gain",20647.4174055177,"U001_Caso01_1a7_ac_nbr_1.csv"
"404",12,"north_extwalls_convection_gain",7208.26157016661,"U001_Caso01_1a7_ac_nbr_1.csv"
"405",12,"west_extwalls_convection_gain",44023.1576835974,"U001_Caso01_1a7_ac_nbr_1.csv"
"406",12,"east_extwalls_convection_gain",13340.3226364333,"U001_Caso01_1a7_ac_nbr_1.csv"
"407",12,"south_windows_convection_gain",1982.5433330765,"U001_Caso01_1a7_ac_nbr_1.csv"
"408",12,"west_windows_convection_gain",2093.31813136886,"U001_Caso01_1a7_ac_nbr_1.csv"
"409",1,"none_roof_convection_loss",-212.522511314756,"U001_Caso01_1a7_ac_nbr_1.csv"
"410",1,"none_floor_convection_loss",-2075.18996989995,"U001_Caso01_1a7_ac_nbr_1.csv"
"411",1,"none_intwalls_convection_loss",-1896.62582237767,"U001_Caso01_1a7_ac_nbr_1.csv"
"412",1,"south_extwalls_convection_loss",-2780.08391766869,"U001_Caso01_1a7_ac_nbr_1.csv"
"413",1,"north_extwalls_convection_loss",-1801.70817740488,"U001_Caso01_1a7_ac_nbr_1.csv"
"414",1,"west_extwalls_convection_loss",-4463.21386082655,"U001_Caso01_1a7_ac_nbr_1.csv"
"415",1,"east_extwalls_convection_loss",-1076.45610863486,"U001_Caso01_1a7_ac_nbr_1.csv"
"416",1,"south_windows_convection_loss",-4134.47950129048,"U001_Caso01_1a7_ac_nbr_1.csv"
"417",1,"west_windows_convection_loss",-3490.45243891024,"U001_Caso01_1a7_ac_nbr_1.csv"
"418",2,"none_roof_convection_loss",-125.56574605023,"U001_Caso01_1a7_ac_nbr_1.csv"
"419",2,"none_floor_convection_loss",-2068.1361865373,"U001_Caso01_1a7_ac_nbr_1.csv"
"420",2,"none_intwalls_convection_loss",-1936.25445584542,"U001_Caso01_1a7_ac_nbr_1.csv"
"421",2,"south_extwalls_convection_loss",-3524.62821117303,"U001_Caso01_1a7_ac_nbr_1.csv"
"422",2,"north_extwalls_convection_loss",-1581.92541932409,"U001_Caso01_1a7_ac_nbr_1.csv"
"423",2,"west_extwalls_convection_loss",-4542.50378753027,"U001_Caso01_1a7_ac_nbr_1.csv"
"424",2,"east_extwalls_convection_loss",-973.960513629723,"U001_Caso01_1a7_ac_nbr_1.csv"
"425",2,"south_windows_convection_loss",-3672.05357014864,"U001_Caso01_1a7_ac_nbr_1.csv"
"426",2,"west_windows_convection_loss",-3031.65714679453,"U001_Caso01_1a7_ac_nbr_1.csv"
"427",3,"none_roof_convection_loss",-654.510169848007,"U001_Caso01_1a7_ac_nbr_1.csv"
"428",3,"none_floor_convection_loss",-1226.86260029036,"U001_Caso01_1a7_ac_nbr_1.csv"
"429",3,"none_intwalls_convection_loss",-1371.49397051461,"U001_Caso01_1a7_ac_nbr_1.csv"
"430",3,"south_extwalls_convection_loss",-5979.24052873677,"U001_Caso01_1a7_ac_nbr_1.csv"
"431",3,"north_extwalls_convection_loss",-1888.21573301018,"U001_Caso01_1a7_ac_nbr_1.csv"
"432",3,"west_extwalls_convection_loss",-6388.60811126208,"U001_Caso01_1a7_ac_nbr_1.csv"
"433",3,"east_extwalls_convection_loss",-1388.11885478546,"U001_Caso01_1a7_ac_nbr_1.csv"
"434",3,"south_windows_convection_loss",-4625.47492564019,"U001_Caso01_1a7_ac_nbr_1.csv"
"435",3,"west_windows_convection_loss",-3715.13994043862,"U001_Caso01_1a7_ac_nbr_1.csv"
"436",4,"none_roof_convection_loss",-1842.21108593494,"U001_Caso01_1a7_ac_nbr_1.csv"
"437",4,"none_floor_convection_loss",-822.219306746652,"U001_Caso01_1a7_ac_nbr_1.csv"
"438",4,"none_intwalls_convection_loss",-1265.01903830345,"U001_Caso01_1a7_ac_nbr_1.csv"
"439",4,"south_extwalls_convection_loss",-6748.43838674409,"U001_Caso01_1a7_ac_nbr_1.csv"
"440",4,"north_extwalls_convection_loss",-1875.90911723647,"U001_Caso01_1a7_ac_nbr_1.csv"
"441",4,"west_extwalls_convection_loss",-6770.93218465209,"U001_Caso01_1a7_ac_nbr_1.csv"
"442",4,"east_extwalls_convection_loss",-1639.88961723446,"U001_Caso01_1a7_ac_nbr_1.csv"
"443",4,"south_windows_convection_loss",-5265.17192047639,"U001_Caso01_1a7_ac_nbr_1.csv"
"444",4,"west_windows_convection_loss",-4207.3454575635,"U001_Caso01_1a7_ac_nbr_1.csv"
"445",5,"none_roof_convection_loss",-6341.24637222118,"U001_Caso01_1a7_ac_nbr_1.csv"
"446",5,"none_floor_convection_loss",-2141.63192270182,"U001_Caso01_1a7_ac_nbr_1.csv"
"447",5,"none_intwalls_convection_loss",-4066.25774520609,"U001_Caso01_1a7_ac_nbr_1.csv"
"448",5,"south_extwalls_convection_loss",-11249.6051150088,"U001_Caso01_1a7_ac_nbr_1.csv"
"449",5,"north_extwalls_convection_loss",-2600.66783541767,"U001_Caso01_1a7_ac_nbr_1.csv"
"450",5,"west_extwalls_convection_loss",-10403.2816216862,"U001_Caso01_1a7_ac_nbr_1.csv"
"451",5,"east_extwalls_convection_loss",-2946.58761344694,"U001_Caso01_1a7_ac_nbr_1.csv"
"452",5,"south_windows_convection_loss",-7708.41474045893,"U001_Caso01_1a7_ac_nbr_1.csv"
"453",5,"west_windows_convection_loss",-6030.45857289281,"U001_Caso01_1a7_ac_nbr_1.csv"
"454",6,"none_roof_convection_loss",-10205.7486622207,"U001_Caso01_1a7_ac_nbr_1.csv"
"455",6,"none_floor_convection_loss",-5481.28852352235,"U001_Caso01_1a7_ac_nbr_1.csv"
"456",6,"none_intwalls_convection_loss",-6656.94410380923,"U001_Caso01_1a7_ac_nbr_1.csv"
"457",6,"south_extwalls_convection_loss",-11930.4215048131,"U001_Caso01_1a7_ac_nbr_1.csv"
"458",6,"north_extwalls_convection_loss",-2702.91257807984,"U001_Caso01_1a7_ac_nbr_1.csv"
"459",6,"west_extwalls_convection_loss",-11070.2592897802,"U001_Caso01_1a7_ac_nbr_1.csv"
"460",6,"east_extwalls_convection_loss",-3246.17846297926,"U001_Caso01_1a7_ac_nbr_1.csv"
"461",6,"south_windows_convection_loss",-7717.49948847109,"U001_Caso01_1a7_ac_nbr_1.csv"
"462",6,"west_windows_convection_loss",-6098.91666084215,"U001_Caso01_1a7_ac_nbr_1.csv"
"463",7,"none_roof_convection_loss",-11711.6369164001,"U001_Caso01_1a7_ac_nbr_1.csv"
"464",7,"none_floor_convection_loss",-6802.8883938482,"U001_Caso01_1a7_ac_nbr_1.csv"
"465",7,"none_intwalls_convection_loss",-7367.51106207353,"U001_Caso01_1a7_ac_nbr_1.csv"
