"","gains_losses","value","case","city","app","case_graph","gains","exchange","per"
"172","east_extwalls_convection_loss",-11448.9747717709,"U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","east_extwalls",0.0014
"173","south_windows_convection_loss",-42252.0196445993,"U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","south_windows",0.0053
"174","west_windows_convection_loss",-36591.2519360905,"U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","west_windows",0.0046
"175","internal_gains",793189.398110547,"U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","internal_gains",0.0989
"176","cooling",-7506075.78054602,"U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","cooling",0.9385
"177","heating",0,"U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","heating",0
"178","vn_window_loss",-53975.9314648313,"U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","vn_window",0.0067
"179","vn_window_gain",119476.094071687,"U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","vn_window",0.0149
"180","vn_interzone_loss",-122751.254017916,"U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","loss","vn_interzone",0.0153
"181","vn_interzone_gain",403391.772766906,"U001_Caso01_1a7_ac_in1_1.csv","belem","SALA","Air Conditioner","gain","vn_interzone",0.0503
"182","none_roof_convection_gain",1280957.4304838,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","roof",0.1623
"183","none_floor_convection_gain",1629808.5355499,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","floor",0.2064
"184","none_intwalls_convection_gain",1663127.87252705,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","intwalls",0.2107
"185","south_extwalls_convection_gain",556610.439605865,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","south_extwalls",0.0705
"186","north_extwalls_convection_gain",233541.45566764,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","north_extwalls",0.0296
"187","west_extwalls_convection_gain",967845.329752998,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","west_extwalls",0.1226
"188","east_extwalls_convection_gain",232099.07453083,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","east_extwalls",0.0294
"189","south_windows_convection_gain",83217.9046342991,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","south_windows",0.0105
"190","west_windows_convection_gain",75428.7003541416,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","west_windows",0.0096
"191","none_roof_convection_loss",-4550.60767574908,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","loss","roof",6e-04
"192","none_floor_convection_loss",-12447.3457066116,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","loss","floor",0.0016
"193","none_intwalls_convection_loss",-41897.568117652,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","loss","intwalls",0.0053
"194","south_extwalls_convection_loss",-43738.0914632342,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","loss","south_extwalls",0.0055
"195","north_extwalls_convection_loss",-19740.2688382248,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","loss","north_extwalls",0.0025
"196","west_extwalls_convection_loss",-57007.7797075428,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","loss","west_extwalls",0.0072
"197","east_extwalls_convection_loss",-11556.2689222547,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","loss","east_extwalls",0.0015
"198","south_windows_convection_loss",-40777.6209942277,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","loss","south_windows",0.0052
"199","west_windows_convection_loss",-35487.8061841645,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","loss","west_windows",0.0045
"200","internal_gains",793244.234123826,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","internal_gains",0.1005
"201","cooling",-7467292.07886485,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","loss","cooling",0.9454
"202","heating",0,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","heating",0
"203","vn_window_loss",-53177.6739792667,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","loss","vn_window",0.0067
"204","vn_window_gain",119599.790584718,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","vn_window",0.0151
"205","vn_interzone_loss",-110572.556545994,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","loss","vn_interzone",0.014
"206","vn_interzone_gain",258978.499814326,"U001_Caso01_1a7_ac_nbr_1.csv","belem","SALA","Air Conditioner","gain","vn_interzone",0.0328
"207","none_roof_convection_gain",1273029.63236561,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","gain","roof",0.1593
"208","none_floor_convection_gain",1626538.25822688,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","gain","floor",0.2035
"209","none_intwalls_convection_gain",1667178.4018431,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","gain","intwalls",0.2086
"210","south_extwalls_convection_gain",556657.129516128,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","gain","south_extwalls",0.0696
"211","north_extwalls_convection_gain",232137.329847618,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","gain","north_extwalls",0.029
"212","west_extwalls_convection_gain",971054.103460839,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","gain","west_extwalls",0.1215
"213","east_extwalls_convection_gain",229124.807277336,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","gain","east_extwalls",0.0287
"214","south_windows_convection_gain",83031.8060231093,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","gain","south_windows",0.0104
"215","west_windows_convection_gain",75234.5945960835,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","gain","west_windows",0.0094
"216","none_roof_convection_loss",-4763.62653180034,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","loss","roof",6e-04
"217","none_floor_convection_loss",-20369.8964216837,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","loss","floor",0.0026
"218","none_intwalls_convection_loss",-65355.1608484377,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","loss","intwalls",0.0082
"219","south_extwalls_convection_loss",-49294.1140650921,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","loss","south_extwalls",0.0062
"220","north_extwalls_convection_loss",-20690.6367745971,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","loss","north_extwalls",0.0026
"221","west_extwalls_convection_loss",-67279.051551976,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","loss","west_extwalls",0.0084
"222","east_extwalls_convection_loss",-11445.3137235714,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","loss","east_extwalls",0.0014
"223","south_windows_convection_loss",-42174.4205401659,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","loss","south_windows",0.0053
"224","west_windows_convection_loss",-36564.8829424959,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","loss","west_windows",0.0046
"225","internal_gains",793188.190613995,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","gain","internal_gains",0.0992
"226","cooling",-7473175.36330626,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","loss","cooling",0.9366
"227","heating",0,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","gain","heating",0
"228","vn_window_loss",-53958.0787691041,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","loss","vn_window",0.0068
"229","vn_window_gain",119459.971996503,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","gain","vn_window",0.0149
"230","vn_interzone_loss",-133602.725266918,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","loss","vn_interzone",0.0167
"231","vn_interzone_gain",366746.866336634,"U001_Caso01_1a7_hi_in1_1.csv","belem","SALA","Hybrid","gain","vn_interzone",0.0459
"232","none_roof_convection_gain",417852.659534128,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","roof",0.1437
"233","none_floor_convection_gain",470792.560504196,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","floor",0.1619
"234","none_intwalls_convection_gain",493560.606639684,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","intwalls",0.1697
"235","south_extwalls_convection_gain",88833.3165711524,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","south_extwalls",0.0305
"236","north_extwalls_convection_gain",35378.7176407318,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","north_extwalls",0.0122
"237","west_extwalls_convection_gain",240394.154775322,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","west_extwalls",0.0827
"238","east_extwalls_convection_gain",58619.7525474281,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","east_extwalls",0.0202
"239","south_windows_convection_gain",14.6786236462327,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","south_windows",0
"240","west_windows_convection_gain",711.585763933062,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","west_windows",2e-04
"241","none_roof_convection_loss",-4046.62409327494,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","roof",0.0014
"242","none_floor_convection_loss",-21836.5414794673,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","floor",0.0075
"243","none_intwalls_convection_loss",-55080.7160429037,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","intwalls",0.0189
"244","south_extwalls_convection_loss",-51301.3710960615,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","south_extwalls",0.0176
"245","north_extwalls_convection_loss",-20626.8424502947,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","north_extwalls",0.0071
"246","west_extwalls_convection_loss",-77945.7806251216,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","west_extwalls",0.0267
"247","east_extwalls_convection_loss",-8914.62286074878,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","east_extwalls",0.0031
"248","south_windows_convection_loss",-76841.4506836681,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","south_windows",0.0263
"249","west_windows_convection_loss",-61401.2957727112,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","west_windows",0.021
"250","internal_gains",486334.773241908,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","internal_gains",0.1672
"251","vn_window_loss",-2006513.00715327,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","vn_window",0.6868
"252","vn_window_gain",0,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","vn_window",0
"253","vn_interzone_loss",-537112.490879274,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","loss","vn_interzone",0.1838
"254","vn_interzone_gain",616053.522959937,"U001_Caso01_1a7_vn_nbr_1.csv","belem","SALA","Natural Ventilation","gain","vn_interzone",0.2118
"255","none_roof_convection_gain",102563.458088014,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",0.0957
"256","none_floor_convection_gain",96094.0755610322,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",0.0897
"257","none_intwalls_convection_gain",167616.157080935,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",0.1564
"258","south_extwalls_convection_gain",17785.4587874613,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls",0.0166
"259","east_extwalls_convection_gain",204320.022875519,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls",0.1907
"260","south_windows_convection_gain",657.298595243979,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_windows",6e-04
"261","none_roof_convection_loss",-50037.1181960983,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof",0.047
"262","none_floor_convection_loss",-59487.8964337081,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor",0.0558
"263","none_intwalls_convection_loss",-55845.6140192537,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls",0.0524
"264","south_extwalls_convection_loss",-97848.3393715724,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls",0.0918
"265","east_extwalls_convection_loss",-88371.4847631774,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls",0.0829
"266","south_windows_convection_loss",-74222.8864690178,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_windows",0.0697
"267","internal_gains",387813.59856526,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","internal_gains",0.362
"268","cooling",-438184.102516864,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","cooling",0.4112
"269","heating",33751.9482401008,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","heating",0.0315
"270","vn_window_loss",-35288.0465306002,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_window",0.0331
"271","vn_window_gain",50.8597850251771,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_window",0
"272","vn_interzone_loss",-166305.514395764,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_interzone",0.1561
"273","vn_interzone_gain",60735.9474472362,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_interzone",0.0567
"274","none_roof_convection_gain",110516.094341082,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","roof",0.1027
"275","none_floor_convection_gain",101593.737601123,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","floor",0.0944
"276","none_intwalls_convection_gain",189781.874156913,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","intwalls",0.1764
"277","south_extwalls_convection_gain",18252.2204993435,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_extwalls",0.017
"278","east_extwalls_convection_gain",194337.968466758,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","east_extwalls",0.1806
"279","south_windows_convection_gain",658.789313931971,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","south_windows",6e-04
"280","none_roof_convection_loss",-63479.2545793003,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","roof",0.0591
"281","none_floor_convection_loss",-60930.9739062447,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","floor",0.0567
"282","none_intwalls_convection_loss",-73156.093873565,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","intwalls",0.0681
"283","south_extwalls_convection_loss",-97041.6106709319,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_extwalls",0.0903
"284","east_extwalls_convection_loss",-82848.532510159,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","east_extwalls",0.0771
"285","south_windows_convection_loss",-72792.2354621693,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","south_windows",0.0677
"286","internal_gains",391391.57791948,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","internal_gains",0.3637
"287","cooling",-567249.270783705,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","cooling",0.5279
"288","heating",63855.2608449132,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","heating",0.0593
"289","vn_window_loss",-33172.8579764981,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_window",0.0309
"290","vn_window_gain",58.3523185986215,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_window",1e-04
"291","vn_interzone_loss",-23845.264926551,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","loss","vn_interzone",0.0222
"292","vn_interzone_gain",5578.68350944087,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM1","Air Conditioner","gain","vn_interzone",0.0052
"293","none_roof_convection_gain",124499.462397804,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","gain","roof",0.0978
"294","none_floor_convection_gain",146450.195376065,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","gain","floor",0.1151
"295","none_intwalls_convection_gain",244034.255416471,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","gain","intwalls",0.1918
"296","south_extwalls_convection_gain",20160.7632234771,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","gain","south_extwalls",0.0158
"297","east_extwalls_convection_gain",218658.36865537,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","gain","east_extwalls",0.1718
"298","south_windows_convection_gain",662.866544999319,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","gain","south_windows",5e-04
"299","none_roof_convection_loss",-30227.640896822,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","loss","roof",0.024
"300","none_floor_convection_loss",-53402.0049820022,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","loss","floor",0.0424
"301","none_intwalls_convection_loss",-56634.5168115143,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","loss","intwalls",0.0449
"302","south_extwalls_convection_loss",-61640.0666303124,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","loss","south_extwalls",0.0489
"303","east_extwalls_convection_loss",-42451.1488169732,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","loss","east_extwalls",0.0337
"304","south_windows_convection_loss",-57186.224915406,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","loss","south_windows",0.0454
"305","internal_gains",404298.485103577,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","gain","internal_gains",0.3177
"306","cooling",-408504.140118451,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","loss","cooling",0.324
"307","heating",53756.6319265236,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","gain","heating",0.0422
"308","vn_window_loss",-360401.488548263,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","loss","vn_window",0.2859
"309","vn_window_gain",57.5463814011014,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","gain","vn_window",0
"310","vn_interzone_loss",-190232.655484095,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","loss","vn_interzone",0.1509
"311","vn_interzone_gain",59816.2914524681,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM1","Hybrid","gain","vn_interzone",0.047
"312","none_roof_convection_gain",117881.193528532,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","gain","roof",0.0993
"313","none_floor_convection_gain",132124.372619871,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","gain","floor",0.1113
"314","none_intwalls_convection_gain",230327.38701922,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","gain","intwalls",0.1941
"315","south_extwalls_convection_gain",12624.1233172675,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","gain","south_extwalls",0.0106
"316","east_extwalls_convection_gain",206659.470356803,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","gain","east_extwalls",0.1741
"317","south_windows_convection_gain",75.0224218857585,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","gain","south_windows",1e-04
"318","none_roof_convection_loss",-19748.3085029679,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","loss","roof",0.0166
"319","none_floor_convection_loss",-46886.4112849198,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","loss","floor",0.0395
"320","none_intwalls_convection_loss",-44191.7085961639,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","loss","intwalls",0.0372
"321","south_extwalls_convection_loss",-56480.0238552461,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","loss","south_extwalls",0.0476
"322","east_extwalls_convection_loss",-32976.4182867626,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","loss","east_extwalls",0.0278
"323","south_windows_convection_loss",-56451.3297668418,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","loss","south_windows",0.0476
"324","internal_gains",392590.37168201,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","gain","internal_gains",0.3308
"325","vn_window_loss",-596454.253218063,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","loss","vn_window",0.5028
"326","vn_window_gain",23.7957865055709,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","gain","vn_window",0
"327","vn_interzone_loss",-333185.304232135,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","loss","vn_interzone",0.2808
"328","vn_interzone_gain",94568.6859370238,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM1","Natural Ventilation","gain","vn_interzone",0.0797
"329","none_roof_convection_gain",99710.5875400896,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","gain","roof",0.0864
"330","none_floor_convection_gain",98571.2769086489,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","gain","floor",0.0854
"331","none_intwalls_convection_gain",161975.452795224,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","gain","intwalls",0.1403
"332","north_extwalls_convection_gain",173288.164632998,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","gain","north_extwalls",0.1501
"333","west_extwalls_convection_gain",27394.0408783817,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","gain","west_extwalls",0.0237
"334","east_extwalls_convection_gain",150106.981067219,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","gain","east_extwalls",0.1301
"335","east_windows_convection_gain",2166.36888453345,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","gain","east_windows",0.0019
"336","none_roof_convection_loss",-33621.4759336853,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","loss","roof",0.0294
"337","none_floor_convection_loss",-68918.7067392386,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","loss","floor",0.0602
"338","none_intwalls_convection_loss",-59632.464541193,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","loss","intwalls",0.0521
"339","north_extwalls_convection_loss",-68321.9166858254,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","loss","north_extwalls",0.0597
"340","west_extwalls_convection_loss",-19382.7920115288,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","loss","west_extwalls",0.0169
