"","gains_losses","value","case","city","app","case_graph","gains","exchange","per"
"341","east_extwalls_convection_loss",-60398.8219479911,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","loss","east_extwalls",0.0528
"342","east_windows_convection_loss",-67226.6800208139,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","loss","east_windows",0.0587
"343","internal_gains",386213.515301011,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","gain","internal_gains",0.3346
"344","cooling",-467677.409358079,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","loss","cooling",0.4087
"345","heating",30455.8648487655,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","gain","heating",0.0264
"346","vn_window_loss",-23117.7457328923,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","loss","vn_window",0.0202
"347","vn_window_gain",42.1843884572429,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","gain","vn_window",0
"348","vn_interzone_loss",-276120.750021678,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","loss","vn_interzone",0.2413
"349","vn_interzone_gain",24262.8294240365,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","DORM2","Air Conditioner","gain","vn_interzone",0.021
"350","none_roof_convection_gain",99269.5350850468,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","gain","roof",0.0885
"351","none_floor_convection_gain",96895.770125254,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","gain","floor",0.0864
"352","none_intwalls_convection_gain",168201.865606322,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","gain","intwalls",0.15
"353","north_extwalls_convection_gain",154217.869969205,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","gain","north_extwalls",0.1376
"354","west_extwalls_convection_gain",27782.7768534161,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","gain","west_extwalls",0.0248
"355","east_extwalls_convection_gain",125779.025809211,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","gain","east_extwalls",0.1122
"356","east_windows_convection_gain",1782.91716270824,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","gain","east_windows",0.0016
"357","none_roof_convection_loss",-54408.6033694793,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","loss","roof",0.0486
"358","none_floor_convection_loss",-84408.6522936007,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","loss","floor",0.0754
"359","none_intwalls_convection_loss",-98590.0149894099,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","loss","intwalls",0.0881
"360","north_extwalls_convection_loss",-74564.6284983186,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","loss","north_extwalls",0.0666
"361","west_extwalls_convection_loss",-24992.6414946892,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","loss","west_extwalls",0.0223
"362","east_extwalls_convection_loss",-60171.7351516363,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","loss","east_extwalls",0.0538
"363","east_windows_convection_loss",-70843.5992099662,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","loss","east_windows",0.0633
"364","internal_gains",388585.489988232,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","gain","internal_gains",0.3466
"365","cooling",-592783.583775246,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","loss","cooling",0.5298
"366","heating",53494.0972163422,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","gain","heating",0.0477
"367","vn_window_loss",-22774.5974981544,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","loss","vn_window",0.0204
"368","vn_window_gain",28.8025750706785,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","gain","vn_window",0
"369","vn_interzone_loss",-35440.851460853,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","loss","vn_interzone",0.0317
"370","vn_interzone_gain",5050.64514887389,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","DORM2","Air Conditioner","gain","vn_interzone",0.0045
"371","none_roof_convection_gain",123870.363328275,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","gain","roof",0.0912
"372","none_floor_convection_gain",145074.574411726,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","gain","floor",0.1068
"373","none_intwalls_convection_gain",228070.966804778,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","gain","intwalls",0.1679
"374","north_extwalls_convection_gain",196464.776732247,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","gain","north_extwalls",0.1447
"375","west_extwalls_convection_gain",33233.6232570208,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","gain","west_extwalls",0.0245
"376","east_extwalls_convection_gain",160212.448423722,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","gain","east_extwalls",0.118
"377","east_windows_convection_gain",2592.42520499657,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","gain","east_windows",0.0019
"378","none_roof_convection_loss",-20235.0907602978,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","loss","roof",0.0151
"379","none_floor_convection_loss",-61917.5466061912,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","loss","floor",0.0461
"380","none_intwalls_convection_loss",-59084.5380296525,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","loss","intwalls",0.044
"381","north_extwalls_convection_loss",-36633.0005418156,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","loss","north_extwalls",0.0273
"382","west_extwalls_convection_loss",-12067.5599501493,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","loss","west_extwalls",0.009
"383","east_extwalls_convection_loss",-27291.6919809899,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","loss","east_extwalls",0.0203
"384","east_windows_convection_loss",-51569.1458556265,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","loss","east_windows",0.0384
"385","internal_gains",402620.111011101,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","gain","internal_gains",0.2965
"386","cooling",-438733.438284349,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","loss","cooling",0.3268
"387","heating",35306.4870776098,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","gain","heating",0.026
"388","vn_window_loss",-336882.075876137,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","loss","vn_window",0.2509
"389","vn_window_gain",44.2184058090471,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","gain","vn_window",0
"390","vn_interzone_loss",-298037.421745368,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","loss","vn_interzone",0.222
"391","vn_interzone_gain",30580.9153748417,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","DORM2","Hybrid","gain","vn_interzone",0.0225
"392","none_roof_convection_gain",123277.42586312,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","gain","roof",0.0943
"393","none_floor_convection_gain",129148.970585175,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","gain","floor",0.0988
"394","none_intwalls_convection_gain",217949.591940481,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","gain","intwalls",0.1668
"395","north_extwalls_convection_gain",196340.624361873,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","gain","north_extwalls",0.1503
"396","west_extwalls_convection_gain",33162.4652162539,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","gain","west_extwalls",0.0254
"397","east_extwalls_convection_gain",155547.683722532,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","gain","east_extwalls",0.119
"398","east_windows_convection_gain",1491.1732372633,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","gain","east_windows",0.0011
"399","none_roof_convection_loss",-10886.8519021932,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","loss","roof",0.0084
"400","none_floor_convection_loss",-46508.1500871665,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","loss","floor",0.0357
"401","none_intwalls_convection_loss",-38915.5992631967,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","loss","intwalls",0.0299
"402","north_extwalls_convection_loss",-28666.6239332824,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","loss","north_extwalls",0.022
"403","west_extwalls_convection_loss",-10331.8130337767,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","loss","west_extwalls",0.0079
"404","east_extwalls_convection_loss",-19176.0448133568,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","loss","east_extwalls",0.0147
"405","east_windows_convection_loss",-47922.2224805936,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","loss","east_windows",0.0368
"406","internal_gains",391020.078514986,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","gain","internal_gains",0.2992
"407","vn_window_loss",-601401.228671836,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","loss","vn_window",0.4615
"408","vn_window_gain",18.4946678761478,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","gain","vn_window",0
"409","vn_interzone_loss",-499219.000837255,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","loss","vn_interzone",0.3831
"410","vn_interzone_gain",58729.1170880737,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","DORM2","Natural Ventilation","gain","vn_interzone",0.0449
"411","none_roof_convection_gain",432914.196150656,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","roof",0.1303
"412","none_floor_convection_gain",372579.417873432,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","floor",0.1121
"413","none_intwalls_convection_gain",545197.867778971,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","intwalls",0.164
"414","south_extwalls_convection_gain",114840.624544106,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","south_extwalls",0.0346
"415","north_extwalls_convection_gain",110903.970861309,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","north_extwalls",0.0334
"416","west_extwalls_convection_gain",349837.688710726,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","west_extwalls",0.1053
"417","east_extwalls_convection_gain",76093.463081532,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","east_extwalls",0.0229
"418","south_windows_convection_gain",13228.872731259,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","south_windows",0.004
"419","west_windows_convection_gain",15491.3599051543,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","west_windows",0.0047
"420","none_roof_convection_loss",-73990.2297796558,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","roof",0.0224
"421","none_floor_convection_loss",-69393.050964768,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","floor",0.021
"422","none_intwalls_convection_loss",-80765.7568952829,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","intwalls",0.0245
"423","south_extwalls_convection_loss",-129999.043873019,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","south_extwalls",0.0394
"424","north_extwalls_convection_loss",-37358.9350055088,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","north_extwalls",0.0113
"425","west_extwalls_convection_loss",-135058.859280005,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","west_extwalls",0.0409
"426","east_extwalls_convection_loss",-33323.8273234814,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","east_extwalls",0.0101
"427","south_windows_convection_loss",-88262.3602140754,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","south_windows",0.0267
"428","west_windows_convection_loss",-69946.5509227961,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","west_windows",0.0212
"429","internal_gains",789971.250096586,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","internal_gains",0.2377
"430","cooling",-2292413.46515535,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","cooling",0.6943
"431","heating",6984.13885478175,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","heating",0.0021
"432","vn_window_loss",-199392.932146104,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","vn_window",0.0604
"433","vn_window_gain",25637.7757358243,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","vn_window",0.0077
"434","vn_interzone_loss",-91725.2052181388,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","loss","vn_interzone",0.0278
"435","vn_interzone_gain",470018.955095217,"U001_Caso01_1a7_ac_in1_1.csv","saopaulo","SALA","Air Conditioner","gain","vn_interzone",0.1414
"436","none_roof_convection_gain",465607.579026394,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","roof",0.1484
"437","none_floor_convection_gain",427535.806580395,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","floor",0.1363
"438","none_intwalls_convection_gain",604696.340789054,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","intwalls",0.1927
"439","south_extwalls_convection_gain",115625.021615417,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","south_extwalls",0.0369
"440","north_extwalls_convection_gain",120233.476002437,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","north_extwalls",0.0383
"441","west_extwalls_convection_gain",363572.706228398,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","west_extwalls",0.1159
"442","east_extwalls_convection_gain",82108.5242906359,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","east_extwalls",0.0262
"443","south_windows_convection_gain",13427.914193373,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","south_windows",0.0043
"444","west_windows_convection_gain",16553.2807865953,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","west_windows",0.0053
"445","none_roof_convection_loss",-42057.9636451438,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","roof",0.0135
"446","none_floor_convection_loss",-34592.8533903395,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","floor",0.0111
"447","none_intwalls_convection_loss",-38991.687566708,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","intwalls",0.0125
"448","south_extwalls_convection_loss",-92801.6303502638,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","south_extwalls",0.0297
"449","north_extwalls_convection_loss",-28305.4798374493,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","north_extwalls",0.0091
"450","west_extwalls_convection_loss",-95285.978035033,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","west_extwalls",0.0305
"451","east_extwalls_convection_loss",-25166.4464975464,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","east_extwalls",0.0081
"452","south_windows_convection_loss",-74739.6627585329,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","south_windows",0.0239
"453","west_windows_convection_loss",-60027.5726006309,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","west_windows",0.0192
"454","internal_gains",797974.083884599,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","internal_gains",0.2543
"455","cooling",-2439774.45359583,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","cooling",0.7817
"456","heating",13167.1862398276,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","heating",0.0042
"457","vn_window_loss",-173620.264656364,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","vn_window",0.0556
"458","vn_window_gain",28670.1424249876,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","vn_window",0.0091
"459","vn_interzone_loss",-15691.2565202461,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","loss","vn_interzone",0.005
"460","vn_interzone_gain",88417.8834464777,"U001_Caso01_1a7_ac_nbr_1.csv","saopaulo","SALA","Air Conditioner","gain","vn_interzone",0.0282
"461","none_roof_convection_gain",479477.844362188,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","gain","roof",0.1329
"462","none_floor_convection_gain",470603.93261911,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","gain","floor",0.1304
"463","none_intwalls_convection_gain",640502.907302779,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","gain","intwalls",0.1775
"464","south_extwalls_convection_gain",119380.355347948,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","gain","south_extwalls",0.0331
"465","north_extwalls_convection_gain",117647.224927563,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","gain","north_extwalls",0.0326
"466","west_extwalls_convection_gain",375489.037428758,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","gain","west_extwalls",0.1041
"467","east_extwalls_convection_gain",78894.7108812152,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","gain","east_extwalls",0.0219
"468","south_windows_convection_gain",12940.358146119,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","gain","south_windows",0.0036
"469","west_windows_convection_gain",15334.9541574724,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","gain","west_windows",0.0042
"470","none_roof_convection_loss",-38122.964278775,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","loss","roof",0.0106
"471","none_floor_convection_loss",-54700.896326411,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","loss","floor",0.0153
"472","none_intwalls_convection_loss",-64817.5279990571,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","loss","intwalls",0.0181
"473","south_extwalls_convection_loss",-85777.0135372345,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","loss","south_extwalls",0.0239
"474","north_extwalls_convection_loss",-22760.5354024647,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","loss","north_extwalls",0.0064
"475","west_extwalls_convection_loss",-94377.8924959853,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","loss","west_extwalls",0.0263
"476","east_extwalls_convection_loss",-18433.9970361137,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","loss","east_extwalls",0.0051
"477","south_windows_convection_loss",-68377.7704101996,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","loss","south_windows",0.0191
"478","west_windows_convection_loss",-54201.8078882488,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","loss","west_windows",0.0151
"479","internal_gains",808845.603775218,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","gain","internal_gains",0.2242
"480","cooling",-2054285.40629869,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","loss","cooling",0.5735
"481","heating",7421.25989772754,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","gain","heating",0.0021
"482","vn_window_loss",-835355.014380348,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","loss","vn_window",0.2332
"483","vn_window_gain",25579.3864674487,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","gain","vn_window",0.0071
"484","vn_interzone_loss",-190847.6241943,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","loss","vn_interzone",0.0533
"485","vn_interzone_gain",456215.056935028,"U001_Caso01_1a7_hi_in1_1.csv","saopaulo","SALA","Hybrid","gain","vn_interzone",0.1264
"486","none_roof_convection_gain",323307.483435092,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","gain","roof",0.1075
"487","none_floor_convection_gain",359619.128979344,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","gain","floor",0.1195
"488","none_intwalls_convection_gain",450835.541917983,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","gain","intwalls",0.1499
"489","south_extwalls_convection_gain",43351.9304799594,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","gain","south_extwalls",0.0144
"490","north_extwalls_convection_gain",77011.4040119992,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","gain","north_extwalls",0.0256
"491","west_extwalls_convection_gain",230394.514314779,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","gain","west_extwalls",0.0766
"492","east_extwalls_convection_gain",47590.8856258856,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","gain","east_extwalls",0.0158
"493","south_windows_convection_gain",59.0308006723348,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","gain","south_windows",0
"494","west_windows_convection_gain",1991.49537746228,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","gain","west_windows",7e-04
"495","none_roof_convection_loss",-33891.1998818637,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","loss","roof",0.0112
"496","none_floor_convection_loss",-97757.5014574463,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","loss","floor",0.0323
"497","none_intwalls_convection_loss",-81788.7293799684,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","loss","intwalls",0.027
"498","south_extwalls_convection_loss",-83664.6447288541,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","loss","south_extwalls",0.0276
"499","north_extwalls_convection_loss",-19444.9218558766,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","loss","north_extwalls",0.0064
"500","west_extwalls_convection_loss",-87176.7489174768,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","loss","west_extwalls",0.0288
"501","east_extwalls_convection_loss",-15858.3632122668,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","loss","east_extwalls",0.0052
"502","south_windows_convection_loss",-73172.6654527809,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","loss","south_windows",0.0241
"503","west_windows_convection_loss",-56743.3904746097,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","loss","west_windows",0.0187
"504","internal_gains",755761.226800146,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","gain","internal_gains",0.2512
"505","vn_window_loss",-2110190.86445847,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","loss","vn_window",0.6962
"506","vn_window_gain",2825.10270337628,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","gain","vn_window",9e-04
"507","vn_interzone_loss",-371351.113433429,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","loss","vn_interzone",0.1225
"508","vn_interzone_gain",715498.702378136,"U001_Caso01_1a7_vn_nbr_1.csv","saopaulo","SALA","Natural Ventilation","gain","vn_interzone",0.2378
